Date,SPY,QQQ,TLT,GLD,DBC,UUP
2017-10-23,256.11,147.662437,124.2,121.8,15.6,24.38
2017-10-24,256.56,147.912305,123.43,121.33,15.76,24.42
2017-10-25,255.29,147.352599,122.84,121.35,15.78,24.36
2017-10-26,255.62,146.882846,122.43,120.33,15.85,24.62
2017-10-27,257.71,151.160599,123.24,120.9,15.93,24.68
2017-10-30,256.75,151.500421,124.42,121.13,15.97,24.56
2017-10-31,257.15,152.070121,124.46,120.67,16.01,24.58
2017-11-01,257.49,152.020148,124.75,121.11,16.02,24.63
2017-11-02,257.59,151.7303,125.3,121.19,16.12,24.63
2017-11-03,258.45,153.189533,125.64,120.62,16.22,24.69
2017-11-06,258.85,153.70926,126.11,121.65,16.53,24.63
2017-11-07,258.67,153.799213,126.64,121.21,16.43,24.67
2017-11-08,259.11,154.418888,126.36,121.63,16.4,24.66
2017-11-09,258.17,153.609313,126.0,122.13,16.43,24.56
2017-11-10,258.09,153.599318,124.1,121.13,16.4,24.54
2017-11-13,258.33,153.789218,124.36,121.31,16.35,24.56
2017-11-14,257.73,153.229512,125.2,121.56,16.13,24.39
2017-11-15,256.44,152.50989,126.56,121.41,16.11,24.38
2017-11-16,258.62,154.458867,125.46,121.4,16.06,24.41
2017-11-17,257.86,153.869176,126.39,122.86,16.32,24.34
2017-11-20,258.3,153.749239,126.34,121.31,16.19,24.46
2017-11-21,259.99,155.418363,126.74,121.51,16.3,24.43
2017-11-22,259.76,155.608263,127.15,122.63,16.39,24.24
2017-11-24,260.36,156.177964,126.8,122.32,16.44,24.13
2017-11-27,260.23,156.108,126.62,122.83,16.41,24.16
2017-11-28,262.87,156.50779,126.79,122.81,16.34,24.26
2017-11-29,262.71,153.779224,125.54,122.04,16.23,24.25
2017-11-30,265.01,155.068546,125.12,121.1,16.16,24.19
2017-12-01,264.46,154.408893,126.55,121.59,16.3,24.17
2017-12-04,264.14,152.629827,126.61,121.18,16.1,24.25
2017-12-05,263.19,152.729775,127.24,120.32,16.1,24.29
2017-12-06,263.24,153.419413,127.68,120.07,15.83,24.35
2017-12-07,264.07,153.93914,126.68,118.49,15.88,24.4
2017-12-08,265.51,154.618783,126.69,118.48,15.96,24.44
2017-12-11,266.31,155.818153,126.43,118.01,16.0,24.44
2017-12-12,266.78,155.608263,126.38,118.15,15.86,24.48
2017-12-13,266.75,155.908105,127.33,119.17,15.79,24.31
2017-12-14,265.66,155.798163,127.87,118.93,15.84,24.33
2017-12-15,266.51,157.567234,128.35,119.18,15.84,24.43
2017-12-18,268.2,158.556714,127.18,119.73,15.91,24.37
2017-12-19,267.17,157.617208,125.53,119.82,16.03,24.3
2017-12-20,267.03,157.447297,124.14,120.14,16.12,24.27
2017-12-21,267.58,157.467286,124.6,120.31,16.13,24.26
2017-12-22,267.51,157.287381,124.77,120.94,16.2,24.27
2017-12-26,267.19,156.437827,125.14,121.77,16.44,24.25
2017-12-27,267.32,156.457817,126.77,122.23,16.48,24.2
2017-12-28,267.87,156.647717,126.66,122.85,16.56,24.13
2017-12-29,266.86,155.678226,126.86,123.65,16.61,24.03
2018-01-02,268.77,158.406793,125.49,125.15,16.69,23.93
2018-01-03,270.47,159.945984,126.09,124.82,16.79,24.02
2018-01-04,271.61,160.225837,126.07,125.46,16.77,23.94
2018-01-05,273.42,161.834992,125.71,125.33,16.71,23.96
2018-01-08,273.92,162.464661,125.63,125.31,16.7,24.07
2018-01-09,274.54,162.474656,123.95,124.73,16.81,24.12
2018-01-10,274.12,162.094856,123.8,125.03,16.87,24.06
2018-01-11,276.12,163.204273,124.31,125.44,16.86,23.96
2018-01-12,277.92,164.403643,124.52,126.96,16.97,23.71
2018-01-16,276.97,163.93389,125.04,127.17,16.89,23.58
2018-01-17,279.61,165.70296,124.87,126.14,16.91,23.64
2018-01-18,279.14,165.732945,123.71,125.86,16.91,23.61
2018-01-19,280.41,166.252672,123.06,126.42,16.88,23.65
2018-01-22,282.69,168.031737,123.18,126.65,16.92,23.57
2018-01-23,283.29,169.421007,123.71,127.28,17.04,23.51
2018-01-24,283.18,168.321585,123.04,128.83,17.22,23.28
2018-01-25,283.3,168.261616,124.05,127.97,17.12,23.31
2018-01-26,286.58,170.840262,123.59,128.07,17.25,23.26
2018-01-29,284.68,170.010698,122.73,127.35,17.2,23.32
2018-01-30,281.76,168.611433,122.01,126.8,17.08,23.28
2018-01-31,281.9,169.311065,122.73,127.65,17.1,23.25
2018-02-01,281.58,167.871821,120.7,128.07,17.27,23.13
2018-02-02,275.45,164.52358,119.58,126.39,16.99,23.27
2018-02-05,263.93,158.036987,120.71,126.71,16.83,23.37
2018-02-06,269.13,162.224787,119.96,125.38,16.73,23.42
2018-02-07,267.67,160.12589,118.82,124.79,16.54,23.6
2018-02-08,257.63,153.369439,118.69,124.98,16.37,23.6
2018-02-09,261.5,156.018048,117.94,124.77,16.13,23.62
2018-02-12,265.34,158.786593,118.46,125.37,16.23,23.54
2018-02-13,266.0,159.606163,118.99,126.08,16.26,23.41
2018-02-14,269.59,162.594593,117.67,128.23,16.51,23.23
2018-02-15,273.03,165.613008,118.07,128.38,16.54,23.13
2018-02-16,273.11,164.873396,118.71,127.96,16.57,23.29
2018-02-20,271.4,165.203223,118.19,126.24,16.62,23.44
2018-02-21,270.05,164.73347,116.74,125.66,16.6,23.53
2018-02-22,270.4,164.71348,117.09,126.3,16.75,23.45
2018-02-23,274.71,168.081711,118.13,126.14,16.86,23.5
2018-02-26,277.9,170.31054,118.17,126.45,16.95,23.47
2018-02-27,274.43,168.201648,118.0,125.13,16.78,23.62
2018-02-28,271.65,167.122215,118.75,125.0,16.6,23.69
2018-03-01,267.7,164.393648,119.32,124.72,16.63,23.61
2018-03-02,269.08,165.902855,118.35,125.39,16.63,23.51
2018-03-05,272.19,167.741889,118.03,125.18,16.73,23.51
2018-03-06,272.88,168.451517,118.14,126.53,16.79,23.45
2018-03-07,272.78,168.841312,118.01,125.72,16.61,23.43
2018-03-08,274.1,169.770824,118.69,125.42,16.51,23.58
2018-03-09,278.87,173.069091,117.91,125.54,16.67,23.55
2018-03-12,278.52,173.988608,118.59,125.54,16.64,23.52
2018-03-13,276.72,171.619852,119.19,125.78,16.59,23.46
2018-03-14,275.3,171.589868,120.24,125.7,16.59,23.47
2018-03-15,275.0,171.439947,120.24,124.9,16.58,23.56
2018-03-16,274.2,170.930215,119.81,124.6,16.64,23.62
2018-03-19,270.49,167.012273,119.43,124.87,16.53,23.52
2018-03-20,270.95,167.561984,118.95,124.31,16.64,23.66
2018-03-21,270.43,166.832367,119.08,126.48,16.94,23.47
2018-03-22,263.67,162.71453,120.26,125.98,16.81,23.5
2018-03-23,258.05,158.426782,120.17,127.61,16.96,23.42
2018-03-26,265.11,164.31369,119.71,128.28,16.97,23.31
2018-03-27,260.6,158.996483,120.99,127.49,16.9,23.42
2018-03-28,259.83,157.167444,121.31,125.73,16.83,23.63
2018-03-29,263.15,160.045932,121.9,125.79,16.98,23.61
2018-04-02,257.47,155.428357,121.88,127.26,16.75,23.6
2018-04-03,260.77,157.177439,120.94,126.3,16.84,23.64
2018-04-04,263.56,159.656137,120.69,126.45,16.77,23.63
2018-04-05,265.64,160.565659,119.79,125.8,16.85,23.72
2018-04-06,259.72,156.547769,121.1,126.39,16.73,23.63
2018-04-09,261.0,157.647192,121.3,126.82,16.94,23.57
2018-04-10,265.15,161.125365,121.08,127.12,17.23,23.51
2018-04-11,263.76,160.195853,121.51,128.11,17.36,23.49
2018-04-12,265.93,162.12484,120.62,126.62,17.29,23.54
2018-04-13,265.15,161.285281,120.9,127.45,17.3,23.54
2018-04-16,267.33,162.514635,120.94,127.63,17.24,23.46
2018-04-17,270.19,166.012798,121.27,127.75,17.25,23.46
2018-04-18,270.39,166.352619,120.3,127.85,17.57,23.51
2018-04-19,268.89,164.823422,119.32,127.6,17.5,23.58
2018-04-20,266.61,162.214793,118.46,126.63,17.47,23.72
2018-04-23,266.57,161.805008,118.49,125.62,17.46,23.87
2018-04-24,262.98,158.376809,117.95,126.23,17.37,23.84
2018-04-25,263.63,158.566709,117.16,125.41,17.4,23.94
2018-04-26,266.31,161.904955,117.98,124.97,17.49,24.05
2018-04-27,266.56,162.004903,118.89,125.5,17.48,24.03
2018-04-30,264.51,160.855507,119.1,124.59,17.56,24.13
2018-05-01,264.98,162.694541,118.41,123.71,17.46,24.29
2018-05-02,263.2,161.735045,118.28,123.65,17.46,24.4
2018-05-03,262.62,161.715055,118.81,124.28,17.57,24.3
2018-05-04,266.02,164.783443,118.99,124.54,17.69,24.33
2018-05-07,266.92,166.152724,118.8,124.57,17.68,24.38
2018-05-08,266.92,165.982813,118.69,124.59,17.73,24.47
2018-05-09,269.5,167.791863,117.98,124.33,17.89,24.47
2018-05-10,272.02,169.53095,118.93,125.18,17.98,24.36
2018-05-11,272.85,169.371034,119.23,125.0,17.87,24.32
2018-05-14,272.98,169.660881,118.6,124.49,18.0,24.35
2018-05-15,271.1,167.781868,117.25,122.48,18.02,24.5
2018-05-16,272.24,168.891286,116.8,122.29,18.12,24.56
2018-05-17,272.01,168.241627,116.21,122.36,18.14,24.59
2018-05-18,271.33,167.372084,117.21,122.41,18.15,24.64
2018-05-21,273.37,168.31159,117.27,122.48,18.29,24.62
2018-05-22,272.61,168.091706,117.09,122.41,18.31,24.61
2018-05-23,273.36,169.51096,117.94,122.54,18.41,24.71
2018-05-24,272.8,169.460986,118.88,123.59,18.29,24.68
2018-05-25,272.15,169.630897,119.62,123.21,18.02,24.8
2018-05-29,269.02,168.881291,122.24,123.19,17.85,24.97
2018-05-30,272.61,170.090656,121.42,123.37,18.08,24.78
2018-05-31,270.94,169.980713,121.22,123.1,18.03,24.76
2018-06-01,273.6,172.649312,120.3,122.49,17.91,24.8
2018-06-04,274.9,174.208493,119.43,122.37,17.7,24.78
2018-06-05,275.1,174.748209,119.71,122.85,17.73,24.75
2018-06-06,277.4,175.767674,118.74,122.92,17.79,24.68
2018-06-07,277.37,174.338424,119.89,122.86,17.86,24.63
2018-06-08,278.19,174.348419,119.53,123.01,17.85,24.64
2018-06-11,278.56,174.818172,119.31,123.23,17.84,24.66
2018-06-12,278.92,175.737689,119.34,122.82,17.83,24.71
2018-06-13,278.03,175.727695,119.28,123.19,17.9,24.67
2018-06-14,278.73,177.50676,120.27,123.38,17.7,24.99
2018-06-15,277.13,176.887086,120.38,121.34,17.27,24.97
2018-06-18,276.56,176.407338,120.27,121.11,17.42,24.97
2018-06-19,275.5,175.9076,120.97,120.8,17.24,25.04
2018-06-20,275.97,177.156944,119.91,120.26,17.22,25.06
2018-06-21,274.24,175.617752,120.54,120.05,17.09,24.99
2018-06-22,274.74,175.227957,120.53,120.34,17.43,24.9
2018-06-25,271.0,171.280031,120.8,119.89,17.23,24.86
2018-06-26,271.6,171.979663,120.97,119.26,17.4,24.99
2018-06-27,269.35,169.640892,122.11,118.58,17.49,25.14
2018-06-28,270.89,171.100125,122.14,118.22,17.48,25.14
2018-06-29,271.28,171.559884,121.72,118.65,17.68,24.94
2018-07-02,271.86,172.70928,121.35,117.46,17.31,25.06
2018-07-03,270.9,170.71033,122.0,118.65,17.29,24.98
2018-07-05,273.11,172.829217,122.35,119.05,17.39,24.9
2018-07-06,275.42,175.517805,122.75,118.86,17.47,24.82
2018-07-09,277.9,177.096975,121.96,119.15,17.56,24.83
2018-07-10,278.9,177.226907,121.95,118.93,17.52,24.84
2018-07-11,276.86,176.32738,122.42,117.64,16.91,25.01
2018-07-12,279.37,179.365784,122.41,118.13,17.0,25.03
2018-07-13,279.59,179.515705,122.72,117.61,17.03,25.0
2018-07-16,279.34,179.085931,122.21,117.55,16.67,24.96
2018-07-17,280.47,180.175358,121.98,116.28,16.69,25.07
2018-07-18,281.06,179.835537,121.49,116.31,16.84,25.1
2018-07-19,280.0,178.936009,122.26,115.81,16.82,25.15
2018-07-20,279.68,178.89603,120.76,116.56,16.94,24.95
2018-07-23,280.2,179.465731,119.27,116.0,17.0,24.99
2018-07-24,281.61,180.205343,119.68,116.04,17.09,25.0
2018-07-25,284.01,182.72402,119.49,116.68,17.32,24.88
2018-07-26,283.34,179.955474,119.26,115.77,17.32,25.05
2018-07-27,281.42,177.52675,119.46,115.83,17.25,25.02
2018-07-30,279.95,175.018067,119.05,115.65,17.35,24.93
2018-07-31,281.33,176.357364,119.7,115.99,17.25,24.98
2018-08-01,280.86,177.027012,118.46,115.14,17.0,25.01
2018-08-02,282.39,179.435747,118.63,114.52,17.1,25.15
2018-08-03,283.6,179.985458,119.22,114.92,17.16,25.17
2018-08-06,284.64,181.044902,119.29,114.33,17.19,25.21
2018-08-07,285.58,181.704555,118.67,114.59,17.32,25.18
2018-08-08,285.46,181.92444,118.79,114.91,17.11,25.15
2018-08-09,285.07,181.814497,119.79,114.74,17.04,25.3
2018-08-10,283.16,180.425227,120.66,114.69,17.04,25.48
2018-08-13,282.1,180.225332,120.41,112.96,16.95,25.49
2018-08-14,283.9,181.354739,120.14,113.07,16.98,25.59
2018-08-15,281.78,179.135904,120.84,111.19,16.61,25.59
2018-08-16,284.06,179.725595,120.83,111.1,16.74,25.57
2018-08-17,285.06,179.765574,120.98,112.13,16.81,25.44
2018-08-20,285.67,179.605658,121.79,112.69,16.84,25.38
2018-08-21,286.34,180.265311,121.38,113.02,16.87,25.23
2018-08-22,286.17,180.964944,121.86,113.27,17.11,25.16
2018-08-23,285.79,180.70508,122.05,112.2,17.08,25.32
2018-08-24,287.51,182.384198,122.29,114.16,17.21,25.2
2018-08-27,289.78,184.243222,121.59,114.59,17.27,25.1
2018-08-28,289.92,184.51308,120.86,113.68,17.2,25.1
2018-08-29,291.48,186.641962,121.02,114.2,17.39,25.06
2018-08-30,290.3,186.312135,121.28,113.64,17.36,25.08
2018-08-31,290.31,186.552009,120.995,113.51,17.38,25.19
2018-09-04,289.81,185.752429,120.03,112.93,17.28,25.3
2018-09-05,289.03,183.353689,119.71,113.32,17.21,25.21
2018-09-06,288.16,181.71455,120.15,113.54,17.11,25.21
2018-09-07,287.6,181.014917,119.13,113.23,17.15,25.28
2018-09-10,288.1,181.624597,119.57,113.15,17.21,25.23
2018-09-11,289.05,183.023862,118.66,113.22,17.38,25.25
2018-09-12,289.12,182.484146,118.94,114.17,17.5,25.16
2018-09-13,290.83,184.433122,119.12,113.76,17.31,25.09
2018-09-14,290.88,183.893405,118.55,113.02,17.2,25.18
2018-09-17,289.34,181.244797,118.55,113.61,17.18,25.06
2018-09-18,290.91,182.744009,117.31,113.44,17.34,25.1
2018-09-19,291.22,182.604083,116.61,113.88,17.45,25.09
2018-09-20,293.58,184.623022,117.15,114.27,17.45,24.91
2018-09-21,291.99,183.613552,117.1,113.49,17.49,24.99
2018-09-24,291.02,183.793458,116.8,113.47,17.75,24.99
2018-09-25,290.75,184.043327,116.68,113.65,17.79,25.01
2018-09-26,289.88,184.173258,117.5,113.05,17.71,25.02
2018-09-27,290.69,185.732439,117.58,112.05,17.79,25.2
2018-09-28,290.72,185.69246,117.27,112.76,17.97,25.26
2018-10-01,291.73,186.072261,116.15,112.57,18.31,25.3
2018-10-02,291.56,185.652481,116.86,113.87,18.37,25.34
2018-10-03,291.72,185.852376,114.83,113.42,18.54,25.42
2018-10-04,289.44,182.284251,114.02,113.48,18.34,25.43
2018-10-05,287.82,180.055421,113.04,113.8,18.3,25.4
2018-10-08,287.82,178.955999,112.66,112.54,18.25,25.43
2018-10-09,287.4,179.535694,113.8,112.6,18.38,25.42
2018-10-10,278.3,171.639842,113.49,112.88,18.02,25.39
2018-10-11,272.17,169.51096,114.87,115.78,17.75,25.25
2018-10-12,275.95,174.228482,114.47,115.23,17.89,25.33
2018-10-15,274.4,172.11959,114.42,116.0,17.93,25.27
2018-10-16,280.4,177.12696,114.68,115.8,18.01,25.28
2018-10-17,280.45,177.196923,114.0,115.79,17.85,25.41
2018-10-18,276.4,173.089081,113.96,115.92,17.65,25.52
2018-10-19,276.25,172.929165,113.71,116.01,17.75,25.47
2018-10-22,275.01,173.818697,113.56,115.71,17.77,25.56
2018-10-23,273.61,173.179033,113.92,116.39,17.38,25.52
2018-10-24,265.32,165.253197,114.78,116.66,17.26,25.65
2018-10-25,270.08,170.970194,114.3,116.4,17.33,25.72
2018-10-26,265.33,166.572504,114.99,116.77,17.46,25.65
2018-10-29,263.86,163.144304,114.73,116.31,17.28,25.72
2018-10-30,267.77,165.832892,114.16,115.8,17.19,25.83
2018-10-31,270.63,169.730845,113.58,115.15,16.96,25.82
2018-11-01,273.51,171.969669,113.41,116.63,16.84,25.65
2018-11-02,271.89,169.291076,112.0,116.65,16.8,25.71
2018-11-05,273.39,168.871296,112.44,116.37,16.79,25.7
2018-11-06,275.12,170.150624,112.37,116.04,16.72,25.64
2018-11-07,281.01,175.487821,112.52,116.03,16.68,25.59
2018-11-08,280.5,174.368409,112.51,115.78,16.58,25.74
2018-11-09,277.76,171.429952,113.35,114.48,16.4,25.79
2018-11-12,272.57,166.242677,114.09,113.66,16.36,26.02
2018-11-13,272.06,166.382603,114.02,113.7,15.91,25.93
2018-11-14,270.2,165.11327,114.09,114.64,16.05,25.84
2018-11-15,273.02,168.001753,114.04,114.77,16.02,25.9
2018-11-16,273.73,167.412063,114.7,115.62,16.12,25.71
2018-11-19,269.1,161.974919,115.02,115.67,16.12,25.69
2018-11-20,264.12,159.076441,115.06,115.67,15.63,25.82
2018-11-21,265.02,160.285806,115.02,115.86,15.76,25.82
2018-11-23,263.25,159.126415,115.14,115.77,15.3,25.87
2018-11-26,267.5,162.804483,114.88,115.64,15.37,25.92
2018-11-27,268.4,163.354194,115.01,114.95,15.31,25.99
2018-11-28,274.58,168.611433,114.45,115.38,15.26,25.86
2018-11-29,273.98,168.061721,114.9,115.74,15.36,25.82
2018-11-30,275.65,169.281081,115.33,115.54,15.29,25.92
2018-12-03,279.3,172.239527,115.88,116.41,15.64,25.93
2018-12-04,270.25,165.632997,117.82,117.12,15.65,25.88
2018-12-06,269.84,166.802383,118.19,117.14,15.52,25.87
2018-12-07,263.57,161.295276,118.41,118.09,15.7,25.8
2018-12-10,264.07,162.984388,118.9,117.68,15.45,25.97
2018-12-11,264.13,163.524105,118.88,117.54,15.54,26.04
2018-12-12,265.46,164.963349,118.35,117.79,15.49,25.94
2018-12-13,265.37,165.013323,118.07,117.53,15.69,25.94
2018-12-14,260.47,160.995433,118.48,117.06,15.45,26.04
2018-12-17,255.36,157.347349,119.17,117.87,15.27,25.97
2018-12-18,255.08,158.33683,119.6,118.15,14.95,25.96
2018-12-19,251.26,154.448872,121.18,117.43,15.01,25.97
2018-12-20,247.17,152.210048,120.74,119.24,14.87,25.77
2018-12-21,240.7,147.492526,120.72,118.72,14.74,25.94
2018-12-24,234.34,143.424663,121.32,120.02,14.39,25.55
2018-12-26,246.18,152.379959,120.02,119.66,14.71,25.68
2018-12-27,248.07,152.969649,120.04,120.57,14.57,25.57
2018-12-28,247.75,152.889691,121.05,121.06,14.45,25.5
2018-12-31,249.92,154.179014,121.51,121.25,14.49,25.45
2019-01-02,250.18,154.798688,122.15,121.33,14.53,25.64
2019-01-03,244.21,149.741345,123.54,122.43,14.65,25.5
2019-01-04,252.39,156.147979,122.11,121.44,14.85,25.46
2019-01-07,254.38,158.007003,121.75,121.86,14.96,25.35
2019-01-08,256.77,159.436252,121.43,121.53,15.11,25.43
2019-01-09,257.97,160.73557,121.24,122.31,15.41,25.19
2019-01-10,258.88,161.195328,120.46,121.59,15.37,25.34
2019-01-11,258.98,160.605638,120.93,121.8,15.32,25.36
2019-01-14,257.4,159.186383,120.48,122.09,15.19,25.36
2019-01-15,260.35,162.294751,120.04,121.88,15.31,25.45
2019-01-16,260.98,162.264766,120.16,122.27,15.39,25.48
2019-01-17,262.96,163.544094,120.19,122.11,15.4,25.48
2019-01-18,266.46,165.163244,119.56,121.02,15.56,25.56
2019-01-22,262.86,161.854982,120.37,121.45,15.45,25.56
2019-01-23,263.41,162.064871,120.32,121.28,15.43,25.5
2019-01-24,263.55,163.11432,121.11,121.09,15.47,25.65
2019-01-25,265.78,165.063296,120.53,122.86,15.55,25.44
2019-01-28,263.76,163.024367,120.41,123.29,15.34,25.46
2019-01-29,263.41,161.485176,121.02,123.98,15.49,25.47
2019-01-30,267.58,165.593018,120.93,124.69,15.6,25.34
2019-01-31,269.93,168.071716,121.97,124.75,15.52,25.39
2019-02-01,270.06,167.362089,120.96,124.5,15.66,25.39
2019-02-04,271.96,169.440997,120.42,123.96,15.67,25.46
2019-02-05,273.1,170.940209,120.97,124.28,15.6,25.53
2019-02-06,272.74,170.430477,121.03,123.44,15.62,25.63
2019-02-07,270.14,168.141679,121.83,123.74,15.47,25.69
2019-02-08,270.47,168.471506,122.35,124.21,15.49,25.72
2019-02-11,270.62,168.31159,121.87,123.6,15.4,25.82
2019-02-12,274.1,170.800283,121.555,123.86,15.49,25.73
2019-02-13,274.99,170.92022,121.1,123.37,15.58,25.87
2019-02-14,274.38,171.13011,121.79,124.06,15.62,25.84
2019-02-15,277.37,171.849732,121.98,124.8,15.91,25.79
2019-02-19,277.85,172.189553,122.29,126.7,15.95,25.69
2019-02-20,278.41,172.159569,121.94,126.48,16.0,25.71
2019-02-21,277.42,171.5299,120.85,125.05,16.05,25.73
2019-02-22,279.14,172.799233,121.57,125.5,16.09,25.72
2019-02-25,279.52,173.428902,121.21,125.37,15.85,25.7
2019-02-26,279.32,173.608808,121.81,125.58,15.92,25.6
2019-02-27,279.2,173.498865,120.43,124.69,16.0,25.62
2019-02-28,278.68,173.099075,120.02,123.99,15.96,25.64
2019-03-01,280.42,174.298445,118.66,121.88,15.78,25.74
2019-03-04,279.4,174.32843,119.59,121.56,15.83,25.77
2019-03-05,279.02,174.458361,119.84,121.72,15.91,25.84
2019-03-06,277.33,173.468881,120.28,121.61,15.82,25.84
2019-03-07,275.01,171.339999,121.06,121.51,15.78,26.07
2019-03-08,274.46,171.080136,121.57,122.84,15.77,25.99
2019-03-11,278.44,174.638267,121.21,122.24,15.79,25.93
2019-03-12,279.49,175.597763,122.06,122.98,15.89,25.88
2019-03-13,281.34,176.91707,121.83,123.84,15.99,25.76
2019-03-14,281.16,176.617227,120.95,122.41,15.92,25.84
2019-03-15,281.31,178.256366,121.75,122.97,15.92,25.8
2019-03-18,282.33,178.356314,121.68,123.04,16.0,25.77
2019-03-19,282.4,178.955999,121.41,123.38,16.04,25.74
2019-03-20,281.55,179.665626,122.68,124.18,16.16,25.59
2019-03-21,284.73,182.474151,122.95,123.68,16.08,25.75
2019-03-22,279.25,178.466256,124.86,123.97,15.94,25.8
2019-03-25,279.04,178.126435,125.06,124.92,16.0,25.8
2019-03-26,281.12,178.955999,124.97,124.3,16.03,25.88
2019-03-27,279.65,177.806603,126.12,123.65,15.94,25.91
2019-03-28,280.71,178.216387,126.56,121.9,15.89,26.0
2019-03-29,282.48,179.565679,126.44,122.01,15.9,26.03
2019-04-01,285.83,181.944429,124.37,121.53,16.05,26.01
2019-04-02,285.97,182.634067,124.6,121.98,16.09,26.04
2019-04-03,286.42,183.683516,123.52,121.8,16.11,26.0
2019-04-04,287.18,183.613552,123.87,122.11,16.12,26.03
2019-04-05,288.57,184.563054,124.03,121.98,16.17,26.06
2019-04-08,288.79,185.032807,123.59,122.51,16.23,25.97
2019-04-09,287.31,184.383148,123.98,123.15,16.2,25.98
2019-04-10,288.29,185.372628,124.28,123.53,16.34,25.94
2019-04-11,288.21,184.932859,123.55,121.95,16.26,26.02
2019-04-12,290.16,185.732439,122.67,121.83,16.31,25.96
2019-04-15,289.97,185.762424,122.98,121.6,16.28,25.95
2019-04-16,290.16,186.402088,122.21,120.51,16.22,26.01
2019-04-17,289.45,187.051746,122.26,120.28,16.16,25.99
2019-04-18,290.02,187.29162,122.9,120.37,16.21,26.13
2019-04-22,290.27,187.821342,122.31,120.37,16.29,26.07
2019-04-23,292.88,190.210087,122.57,120.12,16.31,26.16
2019-04-24,292.23,189.610402,123.57,120.47,16.25,26.29
2019-04-25,292.05,190.379998,123.39,120.57,16.22,26.34
2019-04-26,293.41,190.549909,123.81,121.37,16.03,26.31
2019-04-29,293.87,190.919715,123.02,120.83,16.04,26.25
2019-04-30,294.02,189.440492,123.65,121.2,16.09,26.17
2019-05-01,291.81,188.830812,123.9,120.4,16.04,26.2
2019-05-02,291.18,188.011242,123.31,119.94,15.86,26.26
2019-05-03,294.03,191.009667,123.66,120.65,15.87,26.16
2019-05-06,292.82,189.840282,124.0,120.81,15.92,26.18
2019-05-07,287.93,186.142224,124.95,121.21,15.72,26.2
2019-05-08,287.53,185.672471,124.41,120.91,15.74,26.21
2019-05-09,286.66,184.672996,124.92,121.2,15.66,26.16
2019-05-10,288.1,184.902875,124.75,121.43,15.69,26.15
2019-05-13,280.86,178.486246,125.73,122.67,15.61,26.15
2019-05-14,283.4,180.445217,125.36,122.46,15.82,26.21
2019-05-15,285.06,182.993878,126.13,122.39,15.96,26.22
2019-05-16,287.7,184.832912,125.71,121.51,16.05,26.29
2019-05-17,285.84,182.943904,125.99,120.65,15.9,26.35
2019-05-20,283.95,179.855526,125.73,120.64,15.97,26.33
2019-05-21,286.51,181.734539,125.53,120.36,15.98,26.37
2019-05-22,285.63,180.924965,126.25,120.24,15.75,26.39
2019-05-23,282.14,178.156419,127.67,121.17,15.42,26.34
2019-05-24,282.78,178.066466,127.78,121.3,15.63,26.25
2019-05-28,280.15,177.396818,128.79,120.83,15.76,26.36
2019-05-29,278.27,175.937584,129.09,120.87,15.7,26.42
2019-05-30,279.03,176.677196,130.2,121.69,15.54,26.43
2019-05-31,275.27,173.858676,131.83,123.33,15.13,26.32
2019-06-03,274.57,170.030687,132.44,125.11,15.08,26.18
2019-06-04,280.53,174.818172,130.93,125.15,15.17,26.15
2019-06-05,282.96,176.11749,130.19,125.47,14.86,26.24
2019-06-06,284.8,177.516755,130.61,125.88,15.12,26.15
2019-06-07,287.65,180.944954,131.74,126.59,15.17,26.04
2019-06-10,288.97,183.053846,130.5,125.33,15.13,26.07
2019-06-11,288.9,183.303715,130.58,125.18,15.23,26.08
2019-06-12,288.39,182.244272,130.68,125.83,15.02,26.15
2019-06-13,289.58,183.323705,131.13,126.6,15.21,26.17
2019-06-14,289.26,182.544114,131.46,126.56,15.27,26.31
2019-06-17,289.37,183.643537,131.69,126.48,15.2,26.32
2019-06-18,292.4,186.312135,132.35,127.12,15.38,26.36
2019-06-19,293.06,187.011767,132.54,127.89,15.35,26.24
2019-06-20,295.86,188.750854,132.89,131.11,15.66,26.08
2019-06-21,294.0,188.471001,131.43,131.98,15.7,25.95
2019-06-24,293.64,188.061216,132.41,133.94,15.77,25.91
2019-06-25,290.76,184.832912,132.82,134.2,15.82,25.97
2019-06-26,290.47,185.69246,131.97,132.97,15.9,25.99
2019-06-27,291.5,186.402088,132.9,132.84,15.9,25.99
2019-06-28,293.0,186.641962,132.81,133.2,15.73,25.97
2019-07-01,295.66,189.160639,132.24,130.62,15.72,26.16
2019-07-02,296.43,189.910245,133.26,133.41,15.46,26.14
2019-07-03,298.8,191.339494,134.21,133.63,15.61,26.14
2019-07-05,298.46,190.949699,132.43,132.14,15.64,26.28
2019-07-08,296.82,189.610402,132.61,131.29,15.62,26.33
2019-07-09,297.19,190.559904,132.56,131.75,15.67,26.35
2019-07-10,298.61,192.458906,131.83,133.83,16.01,26.24
2019-07-11,299.31,192.31898,130.07,132.7,16.02,26.24
2019-07-12,300.65,193.428397,130.22,133.53,16.06,26.19
2019-07-15,300.75,194.048071,130.97,133.53,15.89,26.23
2019-07-16,299.71,193.048596,130.58,132.4,15.72,26.35
2019-07-17,297.74,192.099095,131.99,134.58,15.58,26.3
2019-07-18,298.83,192.31898,132.0,136.48,15.47,26.16
