Date,SPY,QQQ,TLT,GLD,DBC,UUP
2013-09-16,170.38,77.487388,102.86,126.45,26.01,21.94
2013-09-17,171.07,78.014919,103.71,126.5,25.74,21.9
2013-09-18,173.14,78.970448,104.99,132.16,26.28,21.65
2013-09-19,172.81,79.129703,104.37,131.77,26.19,21.67
2013-09-20,170.62,78.612125,104.925,127.9,25.95,21.69
2013-09-23,169.94,78.48273,105.69,127.53,25.77,21.7
2013-09-24,169.57,78.462823,106.83,127.67,25.76,21.74
2013-09-25,169.11,78.233895,107.05,128.79,25.8,21.67
2013-09-26,169.69,78.80124,106.3,127.79,26.0,21.73
2013-09-27,168.95,78.711659,106.56,128.97,25.87,21.64
2013-09-30,168.1,78.48273,106.4,128.17,25.76,21.63
2013-10-01,169.4,79.308864,105.8,124.59,25.61,21.61
2013-10-02,169.11,79.279004,105.96,127.06,25.84,21.53
2013-10-03,167.62,78.343382,105.79,127.18,25.8,21.51
2013-10-04,168.89,79.030168,105.71,126.53,25.88,21.61
2013-10-07,167.42,78.373243,106.14,127.64,26.06,21.55
2013-10-08,165.48,76.860322,106.17,127.4,26.15,21.56
2013-10-09,165.57,76.601533,105.32,126.11,25.94,21.66
2013-10-10,169.24,78.243848,105.49,124.27,26.29,21.7
2013-10-11,170.3,78.86096,105.455,122.6,26.15,21.66
2013-10-14,171.04,79.418352,104.61,122.87,26.14,21.62
2013-10-15,169.72,79.109796,104.54,123.73,26.05,21.7
2013-10-16,172.05,79.99565,105.85,123.54,26.27,21.69
2013-10-17,173.27,80.433601,106.81,127.43,26.11,21.45
2013-10-18,174.36,81.767359,107.04,126.85,26.26,21.45
2013-10-21,174.45,81.916661,106.7,126.98,26.2,21.47
2013-10-22,175.35,82.026148,107.89,129.34,26.17,21.35
2013-10-23,174.62,81.568291,108.31,128.69,25.77,21.36
2013-10-24,175.24,81.926614,107.89,129.9,25.78,21.33
2013-10-25,175.93,82.493959,108.29,130.45,25.86,21.34
2013-10-28,176.24,82.573586,107.92,130.56,25.96,21.37
2013-10-29,177.22,82.673121,108.06,129.77,25.89,21.46
2013-10-30,176.33,82.573586,107.41,129.6,25.97,21.48
2013-10-31,175.73,82.404378,107.64,127.74,25.75,21.62
2013-11-01,176.14,82.404378,106.19,126.95,25.43,21.76
2013-11-04,176.86,82.543726,106.29,126.81,25.32,21.69
2013-11-05,176.28,82.663167,105.02,126.56,25.25,21.74
2013-11-06,177.18,82.603447,105.07,127.2,25.27,21.67
2013-11-07,174.97,81.050713,105.96,126.16,25.09,21.78
2013-11-08,177.31,82.165496,103.41,124.26,25.23,21.895
2013-11-11,177.29,82.041078,103.02,123.87,25.34,21.84
2013-11-12,176.96,82.155543,103.5,122.45,25.17,21.85
2013-11-13,178.32,83.160838,103.88,122.85,25.28,21.8
2013-11-14,179.32,83.349953,104.52,124.27,25.39,21.8
2013-11-15,180.12,83.568929,104.73,124.32,25.35,21.76
2013-11-18,179.5,82.772655,105.36,122.9,25.18,21.73
2013-11-19,179.03,82.513866,104.56,122.97,25.14,21.72
2013-11-20,178.51,82.314798,102.78,120.09,25.16,21.82
2013-11-21,179.97,83.160838,102.95,119.94,25.47,21.82
2013-11-22,180.81,83.608742,103.91,119.92,25.56,21.72
2013-11-25,180.71,83.797857,104.21,120.46,25.53,21.76
2013-11-26,180.64,84.305482,104.6,119.82,25.52,21.69
2013-11-27,181.12,84.82306,104.42,119.46,25.52,21.715
2013-11-29,181.0,85.330684,104.45,120.7,25.51,21.7
2013-12-02,180.54,85.081849,103.33,117.58,25.48,21.77
2013-12-03,179.85,85.002221,103.71,117.97,25.63,21.7
2013-12-04,179.67,85.071895,102.72,119.96,25.68,21.7
2013-12-05,179.01,84.982315,102.43,118.3,25.65,21.58
2013-12-06,180.95,85.599427,102.92,118.55,25.74,21.58
2013-12-09,181.4,85.947796,103.16,119.72,25.65,21.56
2013-12-10,180.75,85.888076,103.9,121.82,25.73,21.5
2013-12-11,178.72,84.783246,103.1,120.86,25.73,21.48
2013-12-12,178.13,84.564271,102.71,118.29,25.49,21.57
2013-12-13,178.11,84.454783,103.21,119.38,25.39,21.58
2013-12-16,179.22,84.932547,102.83,119.69,25.47,21.54
2013-12-17,178.54,84.753386,103.29,118.65,25.35,21.54
2013-12-18,181.7,85.738775,102.77,117.67,25.4,21.63
2013-12-19,181.5,85.499892,102.67,114.82,25.46,21.68
2013-12-20,181.58,86.067238,104.25,115.94,25.68,21.66
2013-12-23,182.54,87.002859,103.66,115.57,25.66,21.62
2013-12-24,182.93,87.042673,102.83,116.1,25.74,21.64
2013-12-26,183.84,87.331322,102.1,116.74,25.78,21.64
2013-12-27,183.84,87.112347,101.81,117.12,25.85,21.59
2013-12-30,183.82,86.982952,102.51,115.4,25.7,21.49
2013-12-31,184.67,87.550297,101.86,116.17,25.65,21.52
2014-01-02,182.92,86.863511,102.17,118.0,25.29,21.65
2014-01-03,182.88,86.236446,102.17,119.29,25.13,21.74
2014-01-06,182.36,85.917936,102.6,119.5,25.16,21.68
2014-01-07,183.43,86.68435,102.86,118.82,25.14,21.73
2014-01-08,183.52,86.903325,102.58,118.12,24.9,21.78
2014-01-09,183.64,86.604722,103.18,118.46,24.7,21.76
2014-01-10,184.14,86.893372,104.41,120.26,24.86,21.67
2014-01-13,181.66,85.57952,104.93,121.02,24.85,21.62
2014-01-14,183.72,87.241741,104.45,119.89,24.85,21.66
2014-01-15,184.69,87.958388,104.34,119.66,24.92,21.76
2014-01-16,184.39,87.968341,105.04,119.79,24.88,21.74
2014-01-17,183.65,87.44081,105.48,120.93,24.91,21.83
2014-01-21,184.18,88.137549,105.56,119.7,24.97,21.78
2014-01-22,184.3,88.396338,105.3,119.19,25.09,21.81
2014-01-23,182.79,88.057922,106.79,121.79,25.07,21.59
2014-01-24,178.83,86.30612,107.48,122.29,25.08,21.62
2014-01-27,178.01,85.499892,106.73,120.96,24.91,21.62
2014-01-28,179.1,85.440172,106.99,120.95,25.03,21.63
2014-01-29,177.28,84.534411,107.87,122.47,25.01,21.63
2014-01-30,179.23,86.087144,107.56,119.76,24.91,21.77
2014-01-31,178.18,85.868169,108.28,120.09,24.88,21.83
2014-02-03,174.15,83.897392,109.32,121.32,24.88,21.76
2014-02-04,175.36,84.514504,108.16,120.99,25.07,21.78
2014-02-05,175.17,84.295528,107.16,121.29,25.12,21.75
2014-02-06,177.48,85.370498,106.7,121.24,25.22,21.72
2014-02-07,179.74,86.903325,106.79,122.17,25.51,21.65
2014-02-10,180.01,87.400996,107.09,122.92,25.37,21.63
2014-02-11,181.98,88.376431,106.47,124.36,25.5,21.63
2014-02-12,182.16,88.555593,105.92,124.43,25.55,21.65
2014-02-13,183.0,89.212519,106.52,125.49,25.69,21.53
2014-02-14,184.01,89.39168,106.58,127.15,25.78,21.49
2014-02-18,184.26,89.829631,106.82,127.4,26.15,21.45
2014-02-19,183.05,89.222472,106.37,126.29,26.22,21.51
2014-02-20,184.1,89.630562,106.11,127.6,26.27,21.54
2014-02-21,183.96,89.511121,106.67,127.58,26.2,21.52
2014-02-24,184.91,90.008793,106.4,128.99,26.31,21.51
2014-02-25,184.84,89.889351,107.35,129.21,26.19,21.48
2014-02-26,184.85,89.809724,107.92,128.11,26.12,21.56
2014-02-27,185.87,90.392519,108.51,128.2,26.04,21.52
2014-02-28,186.3,90.292572,108.57,127.62,26.13,21.38
2014-03-03,184.98,89.632918,109.03,130.29,26.49,21.46
2014-03-04,187.58,90.782314,107.39,128.68,26.39,21.48
2014-03-05,187.61,91.012194,107.62,128.89,26.17,21.47
2014-03-06,188.21,90.932236,106.56,130.17,26.41,21.35
2014-03-07,188.26,90.492467,105.89,129.09,26.29,21.37
2014-03-10,188.21,90.56243,106.04,129.13,26.07,21.38
2014-03-11,187.23,90.172635,106.32,129.86,26.08,21.38
2014-03-12,187.28,90.502461,107.06,131.76,26.01,21.32
2014-03-13,185.18,89.243123,108.5,132.21,25.89,21.33
2014-03-14,184.66,88.603459,108.52,133.1,26.03,21.28
2014-03-17,186.33,89.403039,107.71,131.64,25.74,21.26
2014-03-18,187.66,90.482472,108.1,130.62,25.87,21.27
2014-03-19,186.66,90.012719,107.26,128.09,25.86,21.43
2014-03-20,187.75,90.242598,107.07,127.86,25.74,21.5
2014-03-21,186.19,88.953275,108.23,128.43,25.76,21.47
2014-03-24,185.4,88.173685,109.0,126.18,25.75,21.41
2014-03-25,186.31,88.463532,108.59,126.41,25.92,21.42
2014-03-26,184.97,87.324131,109.44,125.41,25.9,21.42
2014-03-27,184.58,86.844383,109.99,124.59,26.13,21.48
2014-03-28,185.5,87.004299,109.37,124.56,26.14,21.48
2014-03-31,187.04,87.633968,109.1,123.61,26.13,21.46
2014-04-01,188.27,89.163165,107.89,123.39,25.8,21.46
2014-04-02,188.86,89.393044,107.27,124.32,25.74,21.5
2014-04-03,188.6,88.683417,107.74,123.92,25.95,21.56
2014-04-04,186.38,86.324656,108.46,125.57,26.07,21.54
2014-04-07,184.34,85.505086,109.11,124.91,26.01,21.49
2014-04-08,185.13,86.294672,109.37,126.09,26.31,21.35
2014-04-09,187.15,87.773895,108.83,126.32,26.38,21.27
2014-04-10,183.17,85.065317,109.84,127.0,26.39,21.26
2014-04-11,181.48,84.065842,110.73,126.93,26.27,21.27
2014-04-14,182.94,84.725496,110.44,127.85,26.51,21.33
2014-04-15,184.24,85.015344,111.13,125.49,26.53,21.35
2014-04-16,186.14,86.134756,111.27,125.54,26.58,21.37
2014-04-17,186.39,86.154745,110.05,124.75,26.64,21.37
2014-04-21,187.04,86.794409,109.96,124.24,26.55,21.39
2014-04-22,187.89,87.484047,110.33,123.78,26.54,21.37
2014-04-23,187.44,86.714451,110.96,123.76,26.52,21.37
2014-04-24,187.81,87.544015,111.17,124.56,26.68,21.34
2014-04-25,186.29,86.14475,111.33,125.43,26.57,21.34
2014-04-28,186.88,86.424603,110.79,124.88,26.48,21.32
2014-04-29,187.7,87.114241,110.64,124.86,26.55,21.34
2014-04-30,188.43,87.34412,111.1,124.22,26.41,21.28
2014-05-01,188.29,87.603984,112.02,123.8,26.21,21.27
2014-05-02,188.06,87.444068,112.71,125.06,26.28,21.27
2014-05-05,188.44,87.903826,112.03,126.22,26.22,21.26
2014-05-06,186.81,86.764425,112.48,125.98,26.24,21.16
2014-05-07,187.89,86.514556,112.08,124.17,26.31,21.17
2014-05-08,187.7,86.434598,111.6,124.17,26.23,21.22
2014-05-09,188.0,86.75443,111.24,124.1,26.1,21.35
2014-05-12,189.81,88.183679,110.79,124.94,26.16,21.37
2014-05-13,189.96,88.243648,111.75,124.6,26.28,21.42
2014-05-14,189.04,87.783889,112.96,125.81,26.4,21.41
2014-05-15,187.4,87.104246,113.86,124.77,26.24,21.39
2014-05-16,188.11,87.653958,113.54,124.5,26.27,21.39
2014-05-19,188.7,88.273632,112.7,124.58,26.25,21.38
2014-05-20,187.55,87.9538,112.95,124.69,26.3,21.4
2014-05-21,189.13,88.793359,112.26,124.39,26.35,21.4
2014-05-22,189.6,89.183154,112.1,124.68,26.37,21.44
2014-05-23,190.38,89.832813,112.7,124.51,26.43,21.48
2014-05-27,191.57,90.972215,113.36,121.85,26.21,21.47
2014-05-28,191.38,90.672372,114.76,121.2,26.22,21.53
2014-05-29,192.4,91.252068,114.15,120.94,26.22,21.52
2014-05-30,192.63,91.262062,114.1,120.43,26.03,21.47
2014-06-02,192.91,91.17211,112.96,119.7,26.0,21.55
2014-06-03,192.81,91.132131,111.57,120.01,25.98,21.53
2014-06-04,193.19,91.471952,111.54,119.76,25.91,21.55
2014-06-05,194.46,92.241548,111.59,120.66,25.94,21.46
2014-06-06,195.41,92.77127,111.59,120.61,26.05,21.47
2014-06-09,195.57,92.701306,111.43,120.65,26.16,21.55
2014-06-10,195.59,92.861222,111.02,121.39,26.09,21.59
2014-06-11,194.92,92.841233,111.22,121.41,26.02,21.59
2014-06-12,193.54,92.001674,112.21,122.64,26.39,21.54
2014-06-13,194.16,92.271532,112.15,122.96,26.39,21.54
2014-06-16,194.29,92.35149,112.43,122.42,26.47,21.48
2014-06-17,194.83,92.401464,111.54,122.28,26.5,21.54
2014-06-18,196.26,92.921191,112.4,122.67,26.61,21.47
2014-06-19,196.48,92.861222,110.96,126.94,26.87,21.43
2014-06-20,195.94,92.721296,111.8,126.5,26.92,21.44
2014-06-23,195.88,92.741285,111.45,126.85,26.82,21.4
2014-06-24,194.71,92.651333,112.58,126.98,26.85,21.42
2014-06-25,195.58,93.241023,112.87,126.99,26.9,21.4
2014-06-26,195.45,93.290997,113.41,126.73,26.79,21.41
2014-06-27,195.79,93.690787,113.24,126.66,26.74,21.34
2014-06-30,195.72,93.860697,113.52,128.04,26.58,21.26
2014-07-01,197.06,94.890157,112.28,127.7,26.5,21.27
2014-07-02,197.22,95.050073,111.08,127.7,26.45,21.31
2014-07-03,198.25,95.599784,110.68,127.0,26.4,21.39
2014-07-07,197.51,95.35991,111.49,127.02,26.19,21.4
2014-07-08,196.28,94.240498,112.74,127.07,26.12,21.39
2014-07-09,197.12,94.910146,112.83,127.84,25.94,21.34
2014-07-10,196.35,94.610304,112.86,128.54,25.98,21.37
2014-07-11,196.6,95.219983,113.58,128.78,25.75,21.38
2014-07-14,197.6,95.789684,113.09,125.72,25.85,21.37
2014-07-15,197.23,95.459857,112.86,124.53,25.61,21.44
2014-07-16,197.96,95.839658,113.46,124.97,25.65,21.49
2014-07-17,195.71,94.56033,114.89,127.07,25.71,21.48
2014-07-18,197.74,96.069537,114.52,126.13,25.54,21.48
2014-07-21,197.34,95.9496,115.09,126.34,25.66,21.47
2014-07-22,198.2,96.55928,115.33,125.74,25.55,21.54
2014-07-23,198.64,97.188949,115.18,125.62,25.62,21.55
2014-07-24,198.65,97.069012,114.32,124.35,25.59,21.58
2014-07-25,197.74,96.689212,115.67,125.79,25.69,21.62
2014-07-28,197.8,96.719196,115.51,125.58,25.64,21.62
2014-07-29,196.93,96.549285,115.93,125.2,25.56,21.66
2014-07-30,196.98,96.929086,114.32,124.83,25.45,21.71
2014-07-31,193.09,94.980109,113.98,123.39,25.3,21.74
2014-08-01,192.48,94.600309,114.56,124.39,25.12,21.71
2014-08-04,193.88,95.269957,114.26,123.99,25.31,21.7
2014-08-05,192.01,94.54034,114.63,123.87,25.19,21.75
2014-08-06,192.07,94.470377,114.7,125.67,25.35,21.72
2014-08-07,190.99,94.170535,115.77,126.18,25.4,21.75
2014-08-08,193.24,94.820193,115.52,126.19,25.28,21.7
2014-08-11,193.8,95.409884,115.51,125.96,25.32,21.71
2014-08-12,193.54,95.369905,114.76,125.99,25.16,21.73
2014-08-13,194.89,96.379374,115.51,126.2,25.14,21.75
2014-08-14,195.76,96.879112,116.44,126.31,24.84,21.74
2014-08-15,195.71,97.348865,117.71,125.48,24.94,21.7
2014-08-18,197.32,98.098471,116.54,124.96,24.73,21.74
2014-08-19,198.39,98.658177,116.18,124.68,24.78,21.82
2014-08-20,198.92,98.648183,115.99,124.22,24.85,21.92
2014-08-21,199.5,98.848078,116.64,122.88,24.91,21.89
2014-08-22,199.19,98.997999,117.29,123.19,24.87,21.94
2014-08-25,200.2,99.347815,117.73,122.74,24.91,22.0
2014-08-26,200.33,99.447763,117.35,123.35,24.92,22.02
2014-08-27,200.25,99.467752,118.35,123.33,24.96,21.97
2014-08-28,200.14,99.35781,118.97,124.0,24.98,21.97
2014-08-29,200.71,99.727616,119.05,123.86,25.03,22.02
2014-09-02,200.61,100.017463,116.73,121.65,24.67,22.09
2014-09-03,200.5,99.427773,117.38,122.15,24.77,22.07
2014-09-04,200.22,99.33782,115.95,121.48,24.67,22.3
2014-09-05,201.11,99.837558,115.73,122.06,24.63,22.3
2014-09-08,200.59,100.027458,115.78,120.73,24.51,22.43
2014-09-09,199.32,99.197894,115.69,120.87,24.31,22.39
2014-09-10,200.07,100.017463,114.96,120.26,24.14,22.43
2014-09-11,200.3,99.937505,114.58,119.47,24.02,22.45
2014-09-12,199.12,99.427773,113.38,118.38,23.83,22.43
2014-09-15,199.02,98.468277,113.55,118.64,23.86,22.43
2014-09-16,200.52,99.327826,113.09,118.83,24.08,22.39
2014-09-17,200.75,99.477747,112.8,117.54,23.98,22.53
2014-09-18,201.82,100.227353,113.16,117.78,23.75,22.43
2014-09-19,200.7,99.927511,114.6,117.09,23.68,22.55
2014-09-22,199.15,98.997999,114.74,116.85,23.48,22.53
2014-09-23,198.01,98.728141,115.45,117.6,23.48,22.53
2014-09-24,199.57,99.787584,114.81,117.05,23.58,22.63
2014-09-25,196.33,97.688687,116.17,117.39,23.53,22.67
2014-09-26,197.9,98.728141,116.0,117.06,23.49,22.8
2014-09-29,197.49,98.598209,116.93,117.03,23.63,22.78
2014-09-30,197.02,98.738135,116.27,116.21,23.22,22.87
2014-10-01,194.37,97.158965,118.23,116.77,23.14,22.85
2014-10-02,194.42,97.158965,117.2,116.74,23.05,22.78
2014-10-03,196.52,98.118461,117.7,114.61,22.83,23.08
2014-10-06,196.3,97.908571,117.77,116.03,23.12,22.82
2014-10-07,193.3,96.519301,119.36,116.36,23.03,22.78
2014-10-08,196.61,98.398314,119.39,117.49,22.94,22.68
2014-10-09,192.7,96.809149,118.87,117.64,22.67,22.75
2014-10-10,190.54,94.390419,120.05,117.59,22.59,22.86
2014-10-13,187.45,92.911196,120.78,118.52,22.59,22.73
2014-10-14,187.83,92.921191,121.57,118.59,22.25,22.83
2014-10-15,186.43,92.321506,122.53,118.99,21.97,22.59
2014-10-16,186.27,91.74181,121.75,119.22,22.19,22.59
2014-10-17,188.47,92.951175,121.07,118.99,22.27,22.66
2014-10-20,190.3,94.340445,121.51,119.8,22.11,22.58
2014-10-21,194.07,96.819143,120.54,120.02,22.29,22.7
2014-10-22,192.69,96.319406,120.67,119.34,22.04,22.8
2014-10-23,194.93,97.768645,119.6,118.52,22.3,22.82
2014-10-24,196.43,98.568225,119.72,118.35,22.16,22.78
2014-10-27,196.16,98.638188,119.94,118.06,22.1,22.72
2014-10-28,198.41,100.127406,119.19,118.1,22.28,22.68
2014-10-29,198.11,99.7576,119.46,116.41,22.54,22.85
2014-10-30,199.38,99.96749,119.56,115.19,22.35,22.91
2014-10-31,201.66,101.346765,119.25,112.66,22.32,23.09
2014-11-03,201.77,101.646608,118.96,112.15,22.12,23.2
2014-11-04,201.07,101.306786,119.33,112.22,21.8,23.14
2014-11-05,202.34,101.316781,119.16,109.79,21.86,23.25
2014-11-06,203.15,101.636613,118.39,109.88,21.88,23.41
2014-11-07,203.34,101.54666,119.75,112.97,21.98,23.27
2014-11-10,203.98,101.906471,118.65,110.46,21.77,23.34
2014-11-11,204.16,102.226303,118.73,112.04,21.88,23.25
2014-11-12,203.96,102.406209,118.63,111.5,21.81,23.33
2014-11-13,204.19,102.845978,118.91,111.67,21.41,23.31
2014-11-14,204.24,103.16581,119.49,114.47,21.64,23.25
2014-11-17,204.37,102.855972,119.19,114.05,21.55,23.37
2014-11-18,205.55,103.625568,119.52,115.05,21.44,23.26
2014-11-19,205.22,103.155815,118.76,113.68,21.33,23.3
2014-11-20,205.58,103.615573,119.38,114.86,21.51,23.27
2014-11-21,206.72,103.815468,120.1,115.39,21.74,23.45
2014-11-24,207.26,104.625043,120.2,115.11,21.55,23.4
2014-11-25,207.25,104.784959,121.2,115.38,21.45,23.35
2014-11-26,207.64,105.464602,121.53,115.16,21.4,23.28
2014-11-28,207.2,105.954345,122.49,112.11,20.42,23.47
2014-12-01,205.8,104.754975,121.5,116.62,20.84,23.35
2014-12-02,207.09,105.174754,120.32,115.14,20.4,23.54
2014-12-03,207.91,105.364655,120.79,116.33,20.28,23.62
2014-12-04,207.64,105.314681,121.8,115.88,20.22,23.53
2014-12-05,208.0,105.324676,121.09,114.43,20.17,23.71
2014-12-08,206.61,104.575069,122.57,115.78,19.82,23.66
2014-12-09,206.47,104.904896,123.2,118.19,19.96,23.55
2014-12-10,203.16,103.255762,124.1,117.95,19.65,23.42
2014-12-11,204.23,103.745505,124.61,117.69,19.47,23.51
2014-12-12,200.94,102.616098,126.3,117.41,19.31,23.43
2014-12-15,199.51,101.556655,126.04,114.42,19.0,23.48
2014-12-16,197.9,99.927511,127.6,114.95,18.89,23.31
2014-12-17,201.79,101.746555,126.4499,114.27,19.0,23.6
2014-12-18,206.84,104.195269,124.2,115.15,18.94,23.67
2014-12-19,206.33,104.265232,125.87,114.77,19.22,23.77
2014-12-22,207.47,104.525096,126.04,112.55,18.87,23.79
2014-12-23,207.75,104.15529,123.54,112.74,19.06,23.91
2014-12-24,207.81,104.245243,123.95,112.77,18.81,23.88
2014-12-26,208.44,104.984854,124.41,114.83,18.79,23.89
2014-12-29,208.72,104.964865,125.34,113.67,18.61,23.95
2014-12-30,207.6,104.265232,125.68,115.2,18.59,23.89
2014-12-31,205.5,103.195794,125.92,113.58,18.45,23.97
2015-01-02,205.43,102.885957,127.32,114.08,18.23,24.2
2015-01-05,201.76,101.376749,129.32,115.8,17.97,24.25
2015-01-06,199.82,100.017463,131.65,117.12,17.8,24.3
2015-01-07,202.31,101.306786,131.39,116.43,17.69,24.39
2015-01-08,205.9,103.245768,129.65,115.94,17.76,24.49
2015-01-09,204.19,102.566125,131.07,117.26,17.73,24.38
2015-01-12,202.65,101.496686,131.82,118.56,17.34,24.38
2015-01-13,202.08,101.466702,131.82,118.16,17.27,24.45
2015-01-14,200.94,100.906996,132.82,117.97,17.46,24.4
2015-01-15,198.97,99.597684,134.91,120.94,17.22,24.48
2015-01-16,201.63,100.76707,133.19,122.52,17.55,24.59
2015-01-20,202.08,101.56665,134.96,124.2,17.31,24.69
2015-01-21,203.06,102.086377,133.4,124.23,17.42,24.62
2015-01-22,206.05,103.975384,132.92,125.23,17.4,24.99
2015-01-23,204.97,104.205264,134.77,124.23,17.29,25.21
2015-01-26,205.44,104.085327,134.36,122.98,17.23,25.17
2015-01-27,202.79,101.386744,134.57,124.4,17.32,24.93
2015-01-28,200.14,100.867017,136.77,123.42,17.07,25.08
2015-01-29,202.01,101.836508,135.87,120.76,16.99,25.1
2015-01-30,199.47,101.046923,138.28,123.45,17.4,25.13
2015-02-02,201.9,101.926461,137.48,122.42,17.64,25.08
2015-02-03,204.84,102.905946,134.57,121.05,18.13,24.79
2015-02-04,204.06,102.815993,134.8,121.58,17.73,24.94
2015-02-05,206.18,103.705526,133.32,121.79,17.97,24.76
2015-02-06,205.53,103.075857,130.96,118.64,18.02,25.06
2015-02-09,204.63,102.74603,130.75,119.17,18.2,25.04
2015-02-10,206.77,104.34519,129.71,118.47,17.97,25.07
2015-02-11,206.93,104.724991,129.95,117.07,17.83,25.16
2015-02-12,208.92,105.94435,129.52,117.34,18.1,24.92
2015-02-13,209.78,106.853872,128.19,117.98,18.3,24.91
2015-02-17,210.16,106.95382,126.26,116.01,18.31,24.88
2015-02-18,210.15,107.103741,127.01,116.34,18.09,24.89
2015-02-19,209.98,107.633463,126.17,115.94,18.03,24.98
2015-02-20,211.28,108.353085,126.54,115.28,17.96,24.96
2015-02-23,211.19,108.463027,127.99,115.43,17.84,25.03
2015-02-24,211.81,108.542985,129.67,115.26,17.85,24.98
2015-02-25,211.61,108.273127,130.23,115.7,18.12,24.93
2015-02-26,211.37,108.822838,128.45,116.07,17.97,25.19
2015-02-27,210.66,108.34309,129.53,116.16,18.17,25.2
2015-03-02,211.99,109.322576,126.87,115.68,17.91,25.25
2015-03-03,211.12,108.812843,126.41,115.47,18.02,25.24
2015-03-04,210.21,108.393064,126.45,115.11,17.86,25.37
2015-03-05,210.51,108.582964,126.29,115.0,17.79,25.49
2015-03-06,207.5,107.35361,123.5,111.86,17.57,25.8
2015-03-09,208.36,107.663447,124.64,111.97,17.52,25.8
2015-03-10,205.0,105.664497,126.28,111.42,17.29,26.07
2015-03-11,204.5,105.054817,127.2,110.75,17.38,26.36
2015-03-12,207.13,105.744455,127.11,110.72,17.3,26.22
2015-03-13,205.84,105.284697,126.72,110.88,16.95,26.49
2015-03-16,208.64,106.643983,127.94,110.81,16.93,26.29
2015-03-17,207.99,106.813893,129.0,110.21,16.81,26.3
2015-03-18,210.42,107.863342,131.49,112.37,17.27,25.78
2015-03-19,209.5,108.023258,130.82,112.29,16.98,26.17
2015-03-20,210.45,108.473022,131.51,113.57,17.21,25.82
2015-03-23,210.0,108.263132,131.35,114.29,17.41,25.54
2015-03-24,208.82,107.873337,132.62,114.57,17.27,25.62
2015-03-25,205.76,105.404634,131.5,114.73,17.32,25.55
2015-03-26,205.27,105.044823,129.45,115.48,17.53,25.64
2015-03-27,205.75,105.464602,131.06,115.06,17.18,25.66
2015-03-30,208.24,106.673967,130.41,113.75,17.27,25.86
2015-03-31,206.43,105.54456,130.69,113.66,17.07,25.9
2015-04-01,205.7,104.994849,132.13,115.6,17.38,25.91
2015-04-02,206.4,105.064812,130.73,115.28,17.29,25.71
2015-04-06,207.84,105.924361,130.0,116.69,17.51,25.51
2015-04-07,207.28,105.744455,131.09,116.11,17.6,25.8
2015-04-08,208.02,106.584014,131.13,115.47,17.26,25.84
2015-04-09,208.92,107.253662,129.43,114.67,17.26,26.12
2015-04-10,210.06,107.693431,129.62,115.96,17.44,26.17
2015-04-13,209.06,107.423573,129.8,115.14,17.36,26.21
2015-04-14,209.49,107.113736,130.72,114.44,17.44,26.01
2015-04-15,210.47,107.783384,130.61,115.43,17.79,25.89
2015-04-16,210.4,107.633463,129.96,115.03,17.98,25.69
2015-04-17,207.98,105.954345,131.45,115.6,17.94,25.63
2015-04-20,209.85,107.54351,130.29,114.72,17.86,25.78
2015-04-21,209.6,108.003269,129.7,115.38,17.73,25.81
2015-04-22,210.66,108.592959,127.72,113.83,17.79,25.81
2015-04-23,211.21,109.002744,128.27,114.66,18.01,25.62
2015-04-24,211.67,110.481967,129.07,113.05,18.0,25.52
2015-04-27,210.74,110.202114,129.07,115.33,18.0,25.44
2015-04-28,211.44,109.982229,127.29,116.33,18.03,25.28
2015-04-29,210.53,109.292591,125.73,115.51,18.15,25.06
2015-04-30,208.52,107.573494,125.95,113.47,18.29,24.91
2015-05-01,210.72,108.992749,124.0,113.08,18.27,25.03
2015-05-04,211.39,109.172654,122.83,114.1,18.26,25.1
2015-05-05,208.92,107.393589,122.66,114.42,18.41,25.03
2015-05-06,208.04,106.653977,120.56,114.36,18.41,24.75
2015-05-07,208.87,107.293641,122.18,113.42,18.12,24.88
2015-05-08,211.65,108.632938,122.51,113.97,18.22,24.91
2015-05-11,210.6,108.213158,119.53,113.53,18.14,24.99
2015-05-12,209.98,107.723416,119.84,114.5,18.33,24.85
2015-05-13,210.06,107.9433,118.88,116.55,18.34,24.63
2015-05-14,212.25,109.522471,119.2,117.18,18.46,24.55
2015-05-15,212.44,109.522471,121.59,117.53,18.45,24.51
2015-05-18,213.1,110.002219,119.55,117.52,18.4,24.75
2015-05-19,213.03,109.882282,118.49,115.89,18.01,25.04
2015-05-20,212.88,109.952245,118.69,116.08,17.97,25.09
2015-05-21,213.5,110.521946,120.35,115.69,18.19,25.05
2015-05-22,213.0,110.412003,120.4,115.6,17.99,25.28
2015-05-26,210.71,109.14267,122.46,113.91,17.64,25.56
2015-05-27,212.67,110.901746,122.74,113.89,17.4,25.56
2015-05-28,212.5,110.651877,122.44,114.02,17.49,25.5
2015-05-29,211.13,109.992224,122.71,114.1,17.71,25.46
2015-06-01,211.54,110.36203,121.13,114.0,17.67,25.61
2015-06-02,211.39,110.012213,119.44,114.46,17.88,25.22
2015-06-03,211.92,110.34204,117.52,113.64,17.65,25.05
2015-06-04,210.27,109.502481,119.05,112.84,17.49,25.08
2015-06-05,209.76,109.242618,117.6,112.24,17.57,25.3
2015-06-08,208.48,108.1332,117.47,112.57,17.58,25.01
2015-06-09,208.47,107.953295,116.54,112.82,17.86,24.98
